,en_curid,name,numlangs,birthcity,birthstate,countryName,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
8197,788616,Vojislav Šešelj,26,Sarajevo,,BOSNIA AND HERZEGOVINA,BA,BIH,43.866667,18.416667,Europe,1954,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,825872,8.145077348,4705.846626,325765,500107,31764.307689999998,20.73894856
4781,195237,Zoran Đinđić,40,Šamac,,Bosnia and Herzegovina,BA,BIH,45.066666999999995,18.466667,Europe,1952,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,824894,10.43158739,7442.917941,319669,505225,20622.35,21.27745725
5178,227319,Petter Solberg,26,Askim,,NORWAY,NO,NOR,59.586110999999995,11.17,Europe,1974,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,823464,9.240006337999999,3019.645541,280338,543126,31671.692310000002,18.23257967
8480,945404,Ferenc Gyurcsány,38,Pápa,,HUNGARY,HU,HUN,47.32373,17.468020000000003,Europe,1961,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,823038,6.943740768,4651.720343999999,159056,663982,21658.89474,20.15932755
7359,537683,Patricio Aylwin,27,Viña del Mar,,CHILE,CL,CHL,-33.0,-71.516667,South America,1918,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,822812,4.899762188,5114.958876,163331,659481,30474.518519999998,22.37305205
10440,8544556,Gurbanguly Berdimuhammedow,47,Geok Tepe,,TURKMENISTAN,TM,TKM,38.157778,57.966389,Asia,1957,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,820292,9.206228448,8131.184455,386056,434236,17453.02128,20.29233642
6969,434293,Mansur Al-Hallaj,27,Fars Province,,Iran,IR,IRN,29.616667,52.533333,Asia,858,Male,WRITER,LANGUAGE,HUMANITIES,820023,8.414569174,9904.53313,274051,545972,30371.22222,23.86263676
2964,74639,Licinius,44,Moesia,,Serbia,RS,SRB,,,Europe,250,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,819173,11.68069042,3616.019718,330051,489122,18617.568180000002,25.88065761
5765,291112,Khan Abdul Ghaffar Khan,27,Hashtnagar,,Pakistan,PK,PAK,34.22,71.45,Asia,1890,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,818487,2.173496863,5628.41694,706919,111568,30314.33333,19.86878417
10268,6621074,Edson Braafheid,30,Paramaribo,,SURINAME,SR,SUR,5.866667,-55.166667000000004,South America,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,817902,7.066405155,9859.429402,343389,474513,27263.4,15.30740125
11337,38239735,Mindaugas,31,Lithuania,,Lithuania,LT,LTU,55.0,24.0,Europe,1200,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,814092,7.973356953,3304.4181329999997,164031,650061,26261.03226,24.95861692
7190,485701,Mehmed-paša Sokolović,26,Sokolac,,Bosnia and Herzegovina,BA,BIH,,,Europe,1506,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,810437,9.490989266,12802.61033,89496,720941,31170.65385,23.36093135
